Injury Severity,Investigation Type,Country,Amateur Built,Aircraft Category,Airport Code,Aircraft Damage,Make,Broad Phase of Flight,Purpose of Flight,FAR Description,Weather Condition,Year,Month,Weekday,State
Non-Fatal,Accident,United States,No,Airplane,AKQ,Substantial,Boeing,TAKEOFF,Personal,Part 91,VMC,2019,7,3, VA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2019,7,3, WI
Non-Fatal,Accident,United States,No,Helicopter,M91,Substantial,Other,TAXI,Personal,Part 91,VMC,2019,7,2, TN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Boeing,MANEUVERING,Aerial Application,Part 137,VMC,2019,7,2, NE
Fatal,Accident,United States,No,Airplane,ACJ,Destroyed,Other,TAKEOFF,Personal,Part 91,IMC,2019,7,2, GA
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Boeing,CLIMB,Aerial Application,Part 137,VMC,2019,7,2, MS
Fatal,Accident,United States,No,Airplane,CDR,Substantial,Boeing,APPROACH,Personal,Part 91,VMC,2019,7,2, NE
Non-Fatal,Accident,United States,No,Airplane,OSH,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,2, WI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Boeing,TAKEOFF,Personal,Part 91,VMC,2019,7,1, AK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Boeing,TAKEOFF,Personal,Part 91,VMC,2019,7,0, OK
Non-Fatal,Accident,United States,No,Airplane,BOI,Substantial,Boeing,LANDING,Business,Part 91,VMC,2019,7,0, ID
Non-Fatal,Accident,United States,No,Airplane,0S9,Substantial,British Aerospace,LANDING,Personal,Part 91,VMC,2019,7,6, WA
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Other,TAKEOFF,Aerial Application,Part 137,VMC,2019,7,6, MI
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2019,7,6, IA
Non-Fatal,Accident,United States,No,Airplane,M48,Substantial,Canadair,TAKEOFF,Personal,Part 91,VMC,2019,7,6, MO
Non-Fatal,Accident,United States,No,Airplane,KKIC,Substantial,CCF,LANDING,Personal,Part 91,VMC,2019,7,5, CA
Non-Fatal,Accident,United States,No,Airplane,WA87,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,5, WA
Non-Fatal,Accident,United States,Yes,Airplane,TCY,Substantial,Other,CRUISE,Personal,Part 91,VMC,2019,7,5, CA
Non-Fatal,Accident,United States,Yes,Airplane,OSH,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,5, WI
Non-Fatal,Accident,United States,No,Airplane,1AK8,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,5, AK
Non-Fatal,Accident,United States,No,Airplane,67L,Destroyed,Cessna,LANDING,Ferry,Part 91,VMC,2019,7,4, NV
Non-Fatal,Accident,United States,No,Airplane,DLS,Destroyed,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,4, OR
Non-Fatal,Accident,United States,No,Airplane,7OR0,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,4, OR
Non-Fatal,Accident,United States,No,Airplane,APA,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,7,4, CO
Non-Fatal,Accident,United States,No,Airplane,SFB,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,4, FL
Non-Fatal,Accident,United States,Yes,Airplane,OXB,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,4, MD
Non-Fatal,Accident,United States,No,Airplane,POU,Substantial,Cessna,CRUISE,Personal,Part 91,VMC,2019,7,4, NY
Non-Fatal,Accident,United States,Yes,Airplane,LAR,Substantial,Other,LANDING,Flight Test,Part 91,VMC,2019,7,3, WY
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2019,7,2, TN
Non-Fatal,Accident,United States,No,Airplane,GCN,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,1, AZ
Non-Fatal,Accident,United States,No,Airplane,12ID,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2019,7,1, ID
Non-Fatal,Accident,United States,Yes,Airplane,FD44,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,1, FL
Non-Fatal,Accident,United States,Yes,Airplane,DTL,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,7,1, MN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Observation,Part 91,VMC,2019,7,1, MD
Fatal,Accident,United States,No,Helicopter,HWD,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2019,7,0, CA
Non-Fatal,Accident,United States,No,Airplane,6V5,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,0, SD
Non-Fatal,Accident,United States,Yes,Airplane,01SC,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,0, SC
Non-Fatal,Accident,United States,No,Airplane,ID74,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,6, ID
Non-Fatal,Accident,United States,No,Glider,NV23,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,6, NV
Non-Fatal,Accident,United States,No,Airplane,13FA,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,6, FL
Non-Fatal,Accident,United States,No,Airplane,IG05,Substantial,Cessna,MANEUVERING,Instructional,Part 91,VMC,2019,7,6, IN
Non-Fatal,Accident,United States,No,Airplane,OEO,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,6, WI
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,LANDING,Aerial Observation,Part 91,VMC,2019,7,5, MT
Non-Fatal,Accident,United States,No,Airplane,BJC,Substantial,Other,GO-AROUND,Instructional,Part 91,VMC,2019,7,5, CO
Non-Fatal,Accident,United States,No,Airplane,24SC,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,5, SC
Non-Fatal,Accident,United States,Yes,Airplane,N94,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,5, PA
Fatal,Accident,United States,Yes,Airplane,TN08,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,5, TN
Non-Fatal,Accident,United States,No,Airplane,CCA,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,5, AR
Non-Fatal,Accident,United States,No,Airplane,ORL,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2019,7,4, FL
Non-Fatal,Accident,United States,No,Airplane,6S5,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,4, MT
Non-Fatal,Accident,United States,No,Airplane,0R2,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,3, MO
Non-Fatal,Accident,United States,No,Airplane,AK44,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,3, AK
Non-Fatal,Accident,United States,No,Airplane,PWK,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,7,3, IL
Fatal,Accident,United States,Yes,Gyroplane,04Y,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,2019,7,3, MN
Fatal,Accident,United States,No,Airplane,KTN,Substantial,Cessna,APPROACH,Personal,Part 91,UNK,2019,7,3, AK
Non-Fatal,Accident,United States,No,Airplane,28J,Substantial,Other,LANDING,Instructional,Part 91,VMC,2019,7,2, FL
Non-Fatal,Accident,United States,No,Airplane,MVY,Substantial,Cessna,APPROACH,Personal,Part 91,IMC,2019,7,2, MA
Non-Fatal,Accident,United States,No,Airplane,PTB,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,2, VA
Non-Fatal,Accident,United States,No,Airplane,0AK1,Substantial,Cessna,LANDING,Personal,Part 91,UNK,2019,7,1, AK
Fatal,Accident,United States,Yes,Airplane,D73,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,7,1, GA
Non-Fatal,Accident,United States,No,Airplane,KSNY,Substantial,Cessna,TAKEOFF,Positioning,Part 91,VMC,2019,7,1, NE
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2019,7,0, KY
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Aerial Observation,Part 91,VMC,2019,7,0, TX
Non-Fatal,Accident,United States,Yes,Airplane,ARR,Substantial,Other,DESCENT,Personal,Part 91,VMC,2019,7,0, IL
Non-Fatal,Accident,United States,No,Airplane,OBE,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,6, FL
Non-Fatal,Accident,United States,No,Airplane,PRX,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,7,5, TX
Non-Fatal,Accident,United States,Yes,Airplane,HZE,Substantial,Other,CRUISE,Flight Test,Part 91,VMC,2019,7,5, ND
Non-Fatal,Accident,United States,No,Airplane,3CM,Substantial,Cessna,MANEUVERING,Banner Tow,Part 91,VMC,2019,7,5, MI
Fatal,Accident,United States,No,Airplane,UOX,Substantial,Cessna,GO-AROUND,Instructional,Part 91,VMC,2019,7,5, MS
Fatal,Accident,United States,No,Glider,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,5, MS
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,7,4, AK
Non-Fatal,Accident,United States,No,Airplane,FA81,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,3, FL
Non-Fatal,Accident,United States,Yes,Airplane,CPR,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,3, WY
Fatal,Accident,Bahamas,No,Helicopter,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,7,3, Bahamas
Non-Fatal,Accident,United States,No,Helicopter,HOU,Substantial,Other,LANDING,Public Aircraft - Local,Part 91,VMC,2019,7,3, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Aerial Observation,Part 91,VMC,2019,7,2, HI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2019,7,2, ME
Non-Fatal,Accident,United States,No,Glider,LWM,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2019,7,2, MA
Non-Fatal,Accident,United States,No,Airplane,2U7,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,7,1, ID
Non-Fatal,Accident,United States,No,Airplane,GKT,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,7,1, TN
Non-Fatal,Accident,United States,No,Airplane,CYS,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,7,0, WY
Non-Fatal,Accident,United States,No,Airplane,FSM,Substantial,Cessna,CRUISE,Instructional,Part 91,VMC,2019,7,0, AR
Fatal,Accident,United States,No,Airplane,PVT,Substantial,Other,UNKNOWN,Personal,Part 91,VMC,2019,7,0, IN
Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2019,6,6, UT
Non-Fatal,Accident,United States,No,Airplane,MQI,Substantial,Cessna,TAKEOFF,Other Work Use,Part 91,VMC,2019,6,6, NC
Non-Fatal,Accident,United States,No,Airplane,YKM,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,6, WA
Fatal,Accident,United States,No,Airplane,ADS,Destroyed,Cessna,TAKEOFF,Business,Part 91,VMC,2019,6,6, TX
Fatal,Accident,United States,No,Airplane,1G1,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,6, OH
Non-Fatal,Accident,United States,No,Airplane,CHD,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,5, AZ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2019,6,5, GA
Non-Fatal,Accident,United States,No,Airplane,OIC,Substantial,Other,LANDING,Flight Test,Part 91,VMC,2019,6,5, NY
Non-Fatal,Accident,United States,No,Airplane,LQK,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,5, SC
Non-Fatal,Accident,United States,No,Airplane,9FD2,Substantial,Cessna,LANDING,Skydiving,Part 91,VMC,2019,6,5, FL
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2019,6,5, WV
Non-Fatal,Accident,United States,No,Airplane,PJC,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,5, PA
Non-Fatal,Accident,United States,Yes,Airplane,PVT,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2019,6,5, KY
Non-Fatal,Accident,United States,Yes,Airplane,JLN,Substantial,Other,LANDING,Unknown,Part 91,VMC,2019,6,5, MO
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 91,VMC,2019,6,5, TX
Non-Fatal,Accident,United States,Yes,Airplane,LHM,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,4, CA
Non-Fatal,Accident,United States,Yes,Ultralight,PVT,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,4, SC
Non-Fatal,Accident,United States,No,Airplane,79AK,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,4, AK
Non-Fatal,Accident,United States,No,Airplane,DVT,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2019,6,4, AZ
Non-Fatal,Accident,United States,No,Airplane,LEE,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,4, FL
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2019,6,4, TX
Non-Fatal,Accident,United States,No,Airplane,MLE,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,4, NE
Fatal,Accident,United States,No,Airplane,K87,Destroyed,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,4, KS
Non-Fatal,Accident,United States,No,Airplane,EUL,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,6,3, ID
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,3, KS
Non-Fatal,Accident,United States,Yes,Airplane,5GA3,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,3, GA
Fatal,Accident,United States,No,Airplane,FAY,Destroyed,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,3, NC
Non-Fatal,Accident,United States,No,Airplane,UNV,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,2, PA
Non-Fatal,Accident,United States,No,Airplane,CDW,Substantial,Cessna,GO-AROUND,Personal,Part 91,VMC,2019,6,2, NJ
Fatal,Accident,United States,Yes,Airplane,NC67,Destroyed,Other,APPROACH,Instructional,Part 91,VMC,2019,6,2, NC
Non-Fatal,Accident,United States,No,Airplane,LA54,Substantial,Other,TAXI,Personal,Part 91,VMC,2019,6,2, LA
Non-Fatal,Accident,United States,No,Airplane,2R4,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2019,6,1, FL
Non-Fatal,Accident,United States,No,Airplane,GXY,Substantial,Cessna,LANDING,Personal,Part 91,UNK,2019,6,0, CO
Non-Fatal,Accident,United States,No,Airplane,2IS,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,6, FL
Non-Fatal,Accident,United States,No,Airplane,70KY,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,6, KY
Fatal,Accident,United States,No,Airplane,S21,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,5, OR
Non-Fatal,Accident,United States,No,Airplane,RVS,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,5, OK
Non-Fatal,Accident,United States,Yes,Airplane,LKR,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,6,5, SC
Non-Fatal,Accident,United States,No,Airplane,SFZ,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,6,5, RI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,5, OH
Fatal,Accident,United States,No,Airplane,HDH,Destroyed,Cessna,TAKEOFF,Skydiving,Part 91,VMC,2019,6,4, HI
Non-Fatal,Accident,United States,No,Airplane,GON,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,4, CT
Non-Fatal,Accident,United States,No,Airplane,O43,Substantial,Other,STANDING,Personal,Part 91,VMC,2019,6,4, NV
Non-Fatal,Accident,United States,No,Airplane,JFX,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,6,4, AL
Non-Fatal,Accident,United States,No,Airplane,76G,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,4, MI
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2019,6,4, TX
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,4, AK
Non-Fatal,Accident,United States,No,Airplane,FUL,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,3, CA
Non-Fatal,Accident,United States,No,Airplane,CVH,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,3, CA
Non-Fatal,Accident,United States,No,Airplane,I27,Substantial,Cessna,OTHER,Instructional,Part 91,VMC,2019,6,3, IA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Cessna,CRUISE,Personal,Part 91,IMC,2019,6,3, OH
Non-Fatal,Accident,United States,Yes,Gyroplane,U14,Substantial,Other,TAKEOFF,Flight Test,Part 91,VMC,2019,6,1, UT
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,2019,6,1, TN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,0, AK
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,0, PA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2019,6,0, KS
Non-Fatal,Accident,United States,No,Airplane,N51,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,0, NJ
Fatal,Accident,United States,No,Airplane,CZG,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,0, NY
Non-Fatal,Accident,United States,No,Helicopter,EYW,Substantial,Other,UNKNOWN,Aerial Observation,Part 91,VMC,2019,6,0, FL
Non-Fatal,Accident,United States,No,Airplane,CCB,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,5, CA
Non-Fatal,Accident,United States,No,Airplane,6I2,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,5, KY
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,5, AK
Non-Fatal,Accident,United States,No,Helicopter,1T8,Substantial,Other,LANDING,Instructional,Part 91,VMC,2019,6,5, TX
Non-Fatal,Accident,United States,No,Airplane,W41,Substantial,Cessna,APPROACH,Personal,Part 91,VMC,2019,6,5, MD
Non-Fatal,Accident,United States,Yes,Airplane,WV22,Substantial,Other,CLIMB,Personal,Part 91,VMC,2019,6,4, WV
Fatal,Accident,United States,No,Airplane,UTS,Destroyed,Cessna,DESCENT,Personal,Part 91,VMC,2019,6,4, TX
Non-Fatal,Accident,United States,No,Airplane,53XS,Substantial,Cessna,TAKEOFF,Aerial Application,Part 137,VMC,2019,6,3, TX
Non-Fatal,Accident,United States,Yes,Airplane,T14,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,3, TX
Non-Fatal,Accident,United States,No,Airplane,16TE,Substantial,Other,APPROACH,Personal,Part 91,VMC,2019,6,3, TX
Non-Fatal,Accident,United States,No,Airplane,7S5,Substantial,Cessna,LANDING,Instructional,Part 91,VMC,2019,6,2, OR
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,2, FL
Non-Fatal,Accident,United States,No,Airplane,AFW,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,2, TX
Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2019,6,2, LA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,2, AK
Non-Fatal,Accident,United States,No,Airplane,DVT,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2019,6,1, AZ
Non-Fatal,Accident,United States,No,Airplane,GVT,Substantial,Cessna,TAXI,Instructional,Part 91,VMC,2019,6,1, TX
Non-Fatal,Accident,United States,No,Airplane,GVT,Substantial,Cessna,TAXI,Instructional,Part 91,VMC,2019,6,1, TX
Non-Fatal,Accident,United States,No,Airplane,L85,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,1, AK
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2019,6,1, IN
Non-Fatal,Accident,United States,No,Glider,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2019,6,0, WI
Fatal,Accident,United States,No,Helicopter,6N5,Destroyed,Other,MANEUVERING,Executive_Corporate,Part 91,IMC,2019,6,0, NY
Fatal,Accident,United States,No,Airplane,BUM,Destroyed,Cessna,DESCENT,Personal,Part 91,VMC,2019,6,0, MO
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Personal,Part 91,VMC,2019,6,6, CA
Non-Fatal,Accident,United States,No,Airplane,0,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,6, NM
Non-Fatal,Accident,United States,No,Airplane,RIR,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,6, CA
Non-Fatal,Accident,United States,Yes,Airplane,TVL,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,6, CA
Non-Fatal,Accident,United States,No,Airplane,TTN,Substantial,Other,LANDING,Personal,Part 91,VMC,2019,6,6, NJ
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2019,6,6, CO
Non-Fatal,Accident,United States,No,Airplane,K50,Substantial,Cessna,TAKEOFF,Personal,Part 91,VMC,2019,6,5, KS
Non-Fatal,Accident,United States,No,Airplane,ISM,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,5, FL
Non-Fatal,Accident,United States,No,Airplane,SAF,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,4, NM
Non-Fatal,Accident,United States,No,Airplane,08B,Substantial,Cessna,TAKEOFF,Instructional,Part 91,VMC,2019,6,4, ME
Non-Fatal,Accident,United States,No,Airplane,HUF,Substantial,Other,LANDING,Instructional,Part 91,VMC,2019,6,4, IN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,MANEUVERING,Aerial Application,Part 137,VMC,2019,6,4, KS
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Cessna,LANDING,Personal,Part 91,VMC,2019,6,4, ME
Non-Fatal,Accident,United States,No,Airplane,EDU,Substantial,Cessna,CRUISE,Personal,Part 91,VMC,2019,6,3, CA
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,External Load,Part 133,VMC,2019,6,3, AK
Non-Fatal,Accident,United States,No,Airplane,LAF,Substantial,Other,LANDING,Instructional,Part 91,VMC,2019,6,3, IN
Non-Fatal,Accident,United States,No,Airplane,DMW,Substantial,Cessna,LANDING,Instructional,Part 91,UNK,2019,6,3, MD
Non-Fatal,Accident,United States,Yes,Airplane,FDK,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2019,6,3, MD
Non-Fatal,Accident,United States,No,Airplane,2TS5,Substantial,Cessna,LANDING,Positioning,Part 91,VMC,2019,6,2, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Cessna,GO-AROUND,Personal,Part 91,VMC,2019,6,2, AK
